Player,Team,,,Season,,,,,,MP,,,,,,,,,,,,,,,,,,,,,,,,,USG%,,,,,,,,,TS%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ugurlu B.,Besiktas JK,BC Lietkabelis,EuroCup,2025-2026,01/10/2025,1,REGULAR SEASON,A,L,15,6,3,4,75.00%,0,1,0.00%,3,5,60.00%,0,0,0.00%,0,0,0,2,2,1,0,0,0,-10,7,31.80%,0.857,92.3,130.8,-38.5,112.2,134.8,-22.6,60.00%,60.00%,0.00%,0,42.90%,2,14.30%,0,0.00%,0,14.30%,0,0.00%,28.60%,28.60%,0.00%,25.00%,20.00%,100.00%,0.00%,22.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.80%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,KK Cedevita Junior,EuroCup,2024-2025,05/03/2025,19,PLAY-OFF,A,L,22,6,3,4,75.00%,0,0,0.00%,3,4,75.00%,0,0,0.00%,0,3,3,1,1,2,0,2,0,-4,5,10.60%,1.2,102.3,119.5,-17.2,112.3,102.4,9.9,75.00%,75.00%,20.00%,2,40.00%,1,20.00%,2,0.00%,0,0.00%,0,0.00%,20.00%,20.00%,0.00%,5.30%,7.10%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,17.60%,18.20%,20.00%,0.00%,7.90%,4.90%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,Aquila Trento,EuroCup,2024-2025,05/02/2025,18,REGULAR SEASON,H,W,22,4,1,1,100.00%,0,2,0.00%,1,3,33.30%,2,2,100.00%,2,2,4,2,3,1,0,4,1,0,7,14.90%,0.571,105,102.4,2.6,93.7,90,3.7,33.30%,50.00%,14.30%,2,0.00%,0,0.00%,0,14.30%,0,14.30%,0,14.30%,42.90%,42.90%,0.00%,13.30%,16.70%,16.70%,0.00%,22.20%,10.50%,0.00%,20.00%,0.00%,8.30%,0.00%,16.70%,0.00%,9.30%,2.40%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,CB Gran Canaria,EuroCup,2024-2025,29/01/2025,17,REGULAR SEASON,A,L,25,5,1,3,33.30%,1,2,50.00%,2,5,40.00%,0,0,0.00%,1,3,4,7,1,0,0,1,2,-8,6,12.80%,0.833,102.3,113,-10.7,134.2,113.8,20.4,50.00%,50.00%,0.00%,0,16.70%,2,33.30%,0,16.70%,3,16.70%,0,0.00%,16.70%,16.70%,0.00%,41.20%,42.90%,33.30%,0.00%,50.00%,6.30%,0.00%,14.30%,0.00%,17.60%,0.00%,40.00%,50.00%,12.10%,0.00%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,Trefl Sopot,EuroCup,2024-2025,22/01/2025,16,REGULAR SEASON,H,W,27,5,1,4,25.00%,1,4,25.00%,2,8,25.00%,0,0,0.00%,0,3,3,2,2,4,1,2,1,-6,10,18.20%,0.5,106,113.5,-7.5,74.5,95.6,-21.1,31.30%,31.30%,20.00%,1,10.00%,0,10.00%,0,0.00%,0,40.00%,0.75,0.00%,20.00%,10.00%,10.00%,9.50%,7.70%,20.00%,0.00%,22.20%,0.00%,0.00%,0.00%,0.00%,13.60%,33.30%,7.70%,0.00%,6.70%,7.70%,2.60%,0.00%,6.30%
Ugurlu B.,Besiktas JK,Wolves Vilnius,EuroCup,2024-2025,14/01/2025,15,REGULAR SEASON,H,W,30,20,3,4,75.00%,3,4,75.00%,6,8,75.00%,5,5,100.00%,0,4,4,3,0,0,0,2,4,8,10,16.10%,2,124.1,110.3,13.8,201.8,107.5,94.3,93.80%,100.00%,20.00%,2,20.00%,1,0.00%,0,10.00%,3,30.00%,2,20.00%,0.00%,0.00%,0.00%,11.50%,20.00%,16.70%,0.00%,30.00%,0.00%,0.00%,0.00%,0.00%,16.00%,18.20%,20.00%,0.00%,8.90%,0.00%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,Badalona,EuroCup,2024-2025,08/01/2025,14,REGULAR SEASON,A,L,21,5,1,4,25.00%,1,3,33.30%,2,7,28.60%,0,0,0.00%,1,0,1,2,1,0,0,1,0,-9,8,16.00%,0.625,100,125.6,-25.6,91.6,125.1,-33.5,35.70%,35.70%,12.50%,2,12.50%,0,25.00%,0,37.50%,1,0.00%,0,0.00%,12.50%,12.50%,0.00%,12.50%,0.00%,50.00%,0.00%,22.20%,4.00%,0.00%,11.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2.30%,0.00%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,ratiopharm Ulm,EuroCup,2024-2025,26/12/2024,13,REGULAR SEASON,A,L,23,9,3,4,75.00%,1,1,100.00%,4,5,80.00%,0,0,0.00%,1,0,1,4,0,1,0,2,0,-6,5,8.90%,1.8,117.8,122.9,-5.1,198.4,119.3,79.1,90.00%,90.00%,20.00%,2,60.00%,1.33,0.00%,0,20.00%,3,0.00%,0,0.00%,0.00%,0.00%,0.00%,16.70%,21.40%,100.00%,0.00%,36.40%,4.30%,0.00%,11.10%,0.00%,0.00%,0.00%,0.00%,0.00%,2.50%,2.10%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,Hapoel Tel Aviv,EuroCup,2024-2025,18/12/2024,12,REGULAR SEASON,A,L,13,4,2,3,66.70%,0,0,0.00%,2,3,66.70%,0,0,0.00%,0,0,0,1,1,0,0,3,0,-7,4,14.30%,1,137.5,166.7,-29.2,113.5,165.1,-51.6,66.70%,66.70%,0.00%,0,50.00%,2,25.00%,0,0.00%,0,0.00%,0,0.00%,25.00%,25.00%,0.00%,7.70%,12.50%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Ugurlu B.,Besiktas JK,Bahçeşehir Koleji SK,EuroCup,2024-2025,11/12/2024,11,REGULAR SEASON,H,W,17,2,1,1,100.00%,0,0,0.00%,1,1,100.00%,0,0,0.00%,0,0,0,5,0,1,0,3,1,3,1,2.90%,2,112.5,103.1,9.4,271.4,99.1,172.3,100.00%,100.00%,0.00%,0,100.00%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,38.50%,0.00%,83.30%,0.00%,41.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.10%,0.00%,0.00%,0.00%
