Player,Team,,,Season,,,,,,MP,,,,,,,,,,,,,,,,,,,,,,,,,,USG%,,,,,,,,,TS%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip T.,London Lions,Badalona,EuroCup,2022-2023,12/04/2023,19,PLAY-OFF,A,L,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Phillip T.,London Lions,Hamburg Towers,EuroCup,2022-2023,22/11/2022,5,REGULAR SEASON,A,W,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,JL Bourg-en-Bresse,EuroCup,2021-2022,18/01/2022,10,REGULAR SEASON,H,L,2,3,0,0,0.00%,1,2,50.00%,1,2,50.00%,0,0,0.00%,0,1,1,1,1,0,0,0,0,3,2,300.00%,75.00%,1,150,133.3,16.7,100,84.6,1540.00%,75.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,150.00%,0.00%,33.30%,33.30%,0.00%,0.00%,0.00%,100.00%,0.00%,7.10%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,Promitheas,EuroCup,2021-2022,21/12/2021,8,REGULAR SEASON,A,W,22,7,1,6,16.70%,1,4,25.00%,2,10,20.00%,2,2,100.00%,0,1,1,2,5,1,1,2,1,-4,-7,1600.00%,37.20%,0.438,85,107.9,-22.9,52.6,97.7,-4510.00%,25.00%,31.80%,6.30%,0.00%,25.00%,50.00%,6.30%,0.00%,0.00%,0.00%,25.00%,75.00%,6.30%,31.30%,25.00%,6.30%,19.00%,0.00%,25.00%,40.00%,13.30%,0.00%,0.00%,0.00%,0.00%,3.70%,5.60%,0.00%,0.00%,2.20%,2.60%,2.30%,3.00%,0.00%
Phillip T.,Reyer Venezia,KK Cedevita Junior,EuroCup,2021-2022,15/12/2021,7,REGULAR SEASON,H,W,14,2,1,1,100.00%,0,3,0.00%,1,4,25.00%,0,0,0.00%,0,2,2,2,1,0,0,2,1,1,3,500.00%,19.20%,0.4,95.8,76.9,18.9,57.9,76.2,-1830.00%,25.00%,25.00%,0.00%,0.00%,20.00%,200.00%,0.00%,0.00%,0.00%,0.00%,60.00%,0.00%,0.00%,20.00%,0.00%,20.00%,28.60%,16.70%,0.00%,0.00%,13.30%,0.00%,0.00%,0.00%,0.00%,15.40%,20.00%,12.50%,0.00%,8.00%,0.00%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,Valencia Basket,EuroCup,2021-2022,07/12/2021,6,REGULAR SEASON,H,L,6,3,1,1,100.00%,0,1,0.00%,1,2,50.00%,1,1,100.00%,0,0,0,1,2,1,0,0,1,3,-2,400.00%,30.80%,0.75,109.1,107.7,1.4,93.5,87.1,640.00%,50.00%,75.00%,0.00%,0.00%,25.00%,200.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,50.00%,50.00%,0.00%,50.00%,25.00%,0.00%,0.00%,7.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.70%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,Virtus Bologna,EuroCup,2021-2022,16/11/2021,5,REGULAR SEASON,A,L,13,9,1,4,25.00%,2,5,40.00%,3,9,33.30%,1,2,50.00%,0,0,0,0,0,0,0,1,3,4,-17,1000.00%,38.50%,0.9,81.8,145.8,-64,84.6,143.9,-5930.00%,44.40%,45.00%,0.00%,0.00%,20.00%,100.00%,20.00%,0.00%,0.00%,0.00%,50.00%,120.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,KK Buducnost,EuroCup,2021-2022,09/11/2021,4,REGULAR SEASON,H,W,21,4,2,3,66.70%,0,2,0.00%,2,5,40.00%,0,0,0.00%,0,2,2,2,4,0,0,2,1,0,5,900.00%,20.00%,0.444,105.4,97.1,8.3,65.6,94.5,-2890.00%,40.00%,40.00%,0.00%,0.00%,22.20%,200.00%,11.10%,0.00%,0.00%,0.00%,22.20%,0.00%,0.00%,44.40%,44.40%,0.00%,14.30%,22.20%,0.00%,0.00%,13.30%,0.00%,0.00%,0.00%,0.00%,10.50%,9.10%,16.70%,0.00%,5.30%,0.00%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,ratiopharm Ulm,EuroCup,2021-2022,03/11/2021,3,REGULAR SEASON,A,L,34,12,3,5,60.00%,2,5,40.00%,5,10,50.00%,0,0,0.00%,0,2,2,5,1,3,0,2,3,17,-1,1100.00%,16.20%,1.091,106.3,107.9,-1.6,135.1,102,3310.00%,60.00%,60.00%,9.10%,0.00%,27.30%,200.00%,9.10%,0.00%,0.00%,0.00%,45.50%,120.00%,0.00%,9.10%,0.00%,9.10%,20.00%,22.20%,27.30%,0.00%,27.80%,0.00%,0.00%,0.00%,0.00%,8.30%,7.70%,12.50%,0.00%,3.80%,4.80%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,Bursaspor,EuroCup,2021-2022,26/10/2021,2,REGULAR SEASON,H,L,20,5,1,4,25.00%,1,3,33.30%,2,7,28.60%,0,2,0.00%,2,0,2,4,5,0,0,3,3,-1,3,1300.00%,31.00%,0.385,100,94.3,5.7,70.7,98.7,-2800.00%,35.70%,31.30%,0.00%,0.00%,30.80%,50.00%,0.00%,0.00%,0.00%,0.00%,23.10%,100.00%,7.70%,38.50%,15.40%,23.10%,28.60%,12.50%,66.70%,25.00%,23.50%,14.30%,20.00%,0.00%,33.30%,0.00%,0.00%,0.00%,0.00%,6.50%,0.00%,0.00%,0.00%,0.00%
Phillip T.,Reyer Venezia,JL Bourg-en-Bresse,EuroCup,2021-2022,20/10/2021,1,REGULAR SEASON,A,W,24,6,0,3,0.00%,2,3,66.70%,2,6,33.30%,0,0,0.00%,0,1,1,4,1,1,0,3,0,4,10,700.00%,15.60%,0.857,115,87.8,27.2,115.3,83.9,3140.00%,50.00%,50.00%,0.00%,0.00%,28.60%,0.00%,14.30%,0.00%,0.00%,0.00%,42.90%,200.00%,0.00%,14.30%,0.00%,14.30%,25.00%,14.30%,50.00%,0.00%,23.50%,0.00%,0.00%,0.00%,0.00%,4.00%,6.70%,0.00%,0.00%,2.10%,2.40%,0.00%,0.00%,0.00%
